customer_id,signup_date,state,acquisition_channel
847,2024-09-15,LA,paid_social
848,2025-06-20,OH,referral
849,2025-10-11,MA,organic_search
850,2025-10-11,FL,organic_search
851,2025-05-16,WI,referral
852,2024-06-05,CA,affiliate
853,2024-02-02,IL,organic_search
854,2024-08-05,NY,organic_search
855,2024-10-12,MA,referral
856,2025-01-22,TX,organic_search
857,2025-10-12,CA,email
858,2024-07-04,CA,organic_search
859,2025-11-28,NY,referral
860,2024-03-24,OR,referral
861,2025-08-13,TX,paid_search
862,2024-07-12,TN,organic_search
863,2025-03-28,TN,organic_search
864,2025-05-14,CO,affiliate
865,2024-10-27,WA,paid_search
866,2024-09-05,TX,organic_search
867,2025-08-22,NJ,organic_search
868,2024-03-23,OK,organic_search
869,2025-03-03,LA,paid_social
870,2025-01-30,WI,organic_search
871,2025-12-06,WI,email
872,2024-11-22,NJ,referral
873,2025-02-11,OH,organic_search
874,2025-04-22,CA,organic_search
875,2024-08-29,TX,referral
876,2024-07-10,NY,affiliate
877,2024-11-14,AZ,organic_search
878,2024-09-15,OH,email
879,2024-12-28,NC,paid_social
880,2025-04-25,LA,paid_social
881,2024-11-30,WI,organic_search
882,2025-07-24,FL,organic_search
883,2025-02-18,NY,organic_search
884,2025-03-24,AL,paid_search
885,2024-02-05,AL,email
886,2025-11-08,MD,email
887,2024-03-19,NM,paid_social
888,2024-10-03,IN,paid_social
889,2024-10-06,IL,email
890,2025-05-05,LA,organic_search
891,2025-12-03,NC,email
892,2023-12-24,NY,email
893,2025-02-11,NJ,organic_search
894,2025-07-25,NJ,organic_search
895,2025-01-30,FL,organic_search
896,2024-08-24,WA,affiliate
897,2025-05-28,CT,organic_search
898,2023-12-13,SC,organic_search
899,2025-09-07,NY,paid_social
900,2024-09-26,WA,email
901,2025-03-25,NY,paid_social
902,2024-08-15,MD,organic_search
903,2024-04-05,AZ,organic_search
904,2023-11-19,VA,email
905,2025-08-27,CA,email
906,2025-11-05,TX,email
907,2024-11-10,NY,organic_search
908,2025-04-26,IL,paid_social
909,2025-10-25,MD,affiliate
910,2024-08-12,MO,organic_search
911,2024-03-15,MD,paid_social
912,2024-08-30,IL,organic_search
913,2024-02-10,OH,paid_search
914,2025-11-11,FL,referral
915,2024-08-21,GA,email
916,2025-07-31,KY,paid_search
917,2025-04-25,TN,paid_social
918,2025-04-30,CA,affiliate
919,2025-11-08,KY,paid_social
920,2023-11-14,TX,paid_search
921,2025-07-11,CA,paid_search
922,2025-06-23,TX,referral
923,2025-01-01,MI,organic_search
924,2025-05-15,CA,organic_search
925,2025-06-25,MN,organic_search
926,2024-07-09,NC,email
927,2025-02-08,KS,paid_social
928,2025-09-08,NY,referral
929,2025-07-14,NV,email
930,2024-02-15,TX,email
931,2025-08-16,TX,organic_search
932,2025-12-14,NC,organic_search
933,2025-11-17,GA,organic_search
934,2025-05-15,NC,referral
935,2025-11-11,OH,email
936,2025-01-15,OR,paid_search
937,2024-12-24,OH,paid_social
938,2025-09-06,OH,organic_search
939,2025-05-26,TX,organic_search
940,2024-12-25,OH,referral
941,2025-10-13,WI,paid_social
942,2025-01-17,LA,paid_social
943,2025-11-17,AL,referral
944,2025-03-28,PA,paid_search
945,2025-02-20,CA,paid_social
946,2024-10-28,CA,paid_social
947,2025-08-05,FL,organic_search
948,2025-09-16,CA,organic_search
949,2024-08-26,CA,referral
950,2024-09-02,SC,organic_search
951,2024-10-10,IN,paid_search
952,2025-10-06,MA,affiliate
953,2025-04-02,TN,organic_search
954,2025-03-27,CA,paid_social
955,2025-10-18,KY,email
956,2025-05-20,AR,organic_search
957,2025-10-29,MD,paid_social
958,2025-01-14,MI,paid_social
959,2025-11-18,FL,affiliate
960,2025-07-09,TX,paid_social
961,2023-08-08,CA,organic_search
962,2024-06-23,CA,paid_social
963,2024-08-20,GA,paid_search
964,2024-12-03,TX,paid_search
965,2025-10-15,KY,organic_search
966,2024-09-29,CA,organic_search
967,2024-08-19,OH,paid_search
968,2024-05-19,TN,organic_search
969,2025-07-11,AZ,paid_social
970,2025-12-09,PA,affiliate
971,2025-09-11,CA,paid_search
972,2025-08-23,TX,paid_search
973,2024-12-08,CA,paid_social
974,2025-07-18,NC,email
975,2025-11-18,OK,paid_search
976,2024-05-29,CA,organic_search
977,2024-07-09,IN,email
978,2024-12-01,CA,paid_social
979,2025-07-25,TX,organic_search
980,2025-05-28,FL,affiliate
981,2025-11-11,WA,organic_search
982,2025-10-29,LA,paid_search
983,2025-02-24,CA,organic_search
984,2025-09-14,FL,email
985,2025-04-19,FL,organic_search
986,2024-11-05,NV,paid_social
987,2023-07-29,FL,paid_search
988,2024-12-23,MD,paid_social
989,2025-11-18,FL,organic_search
990,2025-06-12,PA,email
991,2025-11-22,MD,referral
992,2025-08-24,TX,organic_search
993,2025-05-09,VA,affiliate
994,2024-10-13,FL,paid_search
995,2025-07-16,LA,paid_social
996,2025-10-17,VA,paid_social
997,2025-08-14,PA,organic_search
998,2024-05-11,GA,paid_social
999,2024-11-04,CA,email
1000,2025-05-08,AR,paid_social
1001,2024-12-05,CA,organic_search
1002,2025-05-07,CA,paid_social
1003,2025-09-11,SC,paid_search
1004,2024-11-26,OK,paid_social
1005,2025-10-02,AZ,organic_search
1006,2025-12-07,SC,organic_search
1007,2024-12-31,NY,paid_search
1008,2024-09-01,CA,email
1009,2025-11-12,WA,referral
1010,2023-08-29,KY,referral
1011,2025-01-29,CA,paid_search
1012,2024-12-02,MI,organic_search
1013,2025-05-19,AZ,paid_social
1014,2025-02-08,IL,affiliate
1015,2025-03-04,OR,organic_search
1016,2025-03-03,TN,paid_social
1017,2024-07-04,PA,paid_social
1018,2025-09-05,UT,paid_social
1019,2023-12-26,NY,organic_search
1020,2025-11-16,CO,paid_social
1021,2025-01-14,NC,email
1022,2025-03-20,TX,paid_search
1023,2024-12-08,CA,organic_search
1024,2024-05-05,NY,organic_search
1025,2025-08-05,CA,referral
1026,2025-07-31,TN,referral
1027,2024-05-06,PA,organic_search
1028,2025-08-03,CO,paid_search
1029,2025-05-15,NY,affiliate
1030,2025-12-08,OH,paid_search
1031,2025-09-23,AR,organic_search
1032,2025-06-09,TX,organic_search
1033,2024-09-12,OH,organic_search
1034,2024-03-28,NC,organic_search
1035,2025-10-03,NY,email
1036,2024-05-15,TN,email
1037,2024-12-11,TX,referral
1038,2025-09-17,CA,paid_social
1039,2024-03-21,NY,organic_search
1040,2024-09-30,TX,paid_social
1041,2025-10-07,KY,organic_search
1042,2025-02-22,CA,paid_social
1043,2025-07-03,NC,organic_search
1044,2024-11-26,CO,paid_search
1045,2025-08-13,FL,paid_social
1046,2023-12-04,CO,organic_search
1047,2023-12-19,NY,organic_search
1048,2025-06-16,GA,paid_social
1049,2023-09-12,NY,paid_social
1050,2025-03-09,MA,paid_search
1051,2025-08-12,IL,paid_social
1052,2023-12-21,PA,organic_search
1053,2024-01-02,IA,affiliate
1054,2025-11-29,FL,organic_search
1055,2025-11-29,AL,organic_search
1056,2024-09-18,TX,paid_social
1057,2025-06-17,PA,referral
1058,2024-03-07,IL,organic_search
1059,2025-06-01,IA,paid_social
1060,2025-02-11,IL,organic_search
1061,2024-09-25,AZ,paid_search
1062,2025-03-22,MN,affiliate
1063,2025-10-19,IL,paid_search
1064,2024-07-31,CA,email
1065,2024-09-16,FL,paid_social
1066,2025-05-24,NV,paid_social
1067,2025-04-30,AR,email
1068,2024-03-22,FL,affiliate
1069,2024-12-12,TX,paid_social
1070,2024-08-13,GA,organic_search
1071,2024-06-27,MD,organic_search
1072,2025-05-24,MO,organic_search
1073,2024-06-11,NY,paid_social
1074,2024-08-22,AZ,organic_search
1075,2025-06-22,CA,paid_social
1076,2024-12-16,IA,paid_search
1077,2023-10-10,MO,paid_social
1078,2024-06-03,MD,organic_search
1079,2025-11-15,CA,email
1080,2024-02-25,CA,organic_search
1081,2024-08-08,NJ,paid_search
1082,2024-09-16,CA,organic_search
1083,2025-10-16,SC,affiliate
1084,2024-01-09,MI,paid_search
1085,2024-05-26,MI,email
1086,2025-09-09,NV,email
1087,2025-05-09,MD,paid_search
1088,2025-11-23,CA,paid_search
1089,2025-05-03,NJ,organic_search
1090,2025-03-02,IL,paid_search
1091,2024-02-06,TX,organic_search
1092,2024-12-25,FL,organic_search
1093,2025-10-09,OH,paid_search
1094,2024-09-16,KS,affiliate
1095,2025-05-20,CA,paid_social
1096,2025-04-17,FL,organic_search
1097,2025-06-09,CO,affiliate
1098,2024-06-17,PA,organic_search
1099,2025-02-24,OR,paid_search
1100,2025-04-06,CO,paid_social
1101,2025-11-01,WA,organic_search
1102,2025-11-13,TX,email
1103,2025-09-28,NY,affiliate
1104,2024-08-04,IN,organic_search
1105,2025-12-03,WA,paid_social
1106,2024-02-29,TN,paid_social
1107,2024-05-08,LA,paid_social
1108,2025-03-13,NJ,organic_search
1109,2025-09-17,MN,paid_social
1110,2023-08-26,CA,organic_search
1111,2024-12-28,SC,organic_search
1112,2025-02-25,FL,paid_search
1113,2023-10-25,PA,paid_social
1114,2024-02-28,NY,paid_search
1115,2025-08-25,NC,organic_search
1116,2024-06-09,UT,paid_social
1117,2025-12-01,FL,paid_search
1118,2024-05-09,VA,paid_social
1119,2024-08-21,TX,referral
1120,2024-11-19,GA,organic_search
1121,2025-07-06,CA,email
1122,2024-10-19,CA,referral
1123,2024-07-21,NC,paid_social
1124,2024-09-20,TX,referral
1125,2025-03-14,CA,paid_social
1126,2025-03-26,CA,paid_search
1127,2025-03-22,FL,organic_search
1128,2024-03-29,NM,paid_social
1129,2025-04-07,PA,organic_search
1130,2025-07-05,MI,email
1131,2025-05-07,VA,organic_search
1132,2024-05-14,KY,referral
1133,2025-04-28,GA,organic_search
1134,2024-05-01,MI,paid_search
1135,2024-07-07,AZ,paid_social
1136,2025-06-20,PA,organic_search
1137,2024-02-21,CA,organic_search
1138,2025-06-23,NV,referral
1139,2024-03-14,VA,organic_search
1140,2024-09-11,OR,organic_search
1141,2025-07-07,VA,paid_search
1142,2025-04-07,MN,paid_social
1143,2025-03-18,MI,paid_search
1144,2025-09-15,OK,organic_search
1145,2025-11-19,NC,paid_social
1146,2025-11-02,AZ,paid_search
1147,2025-10-17,WI,organic_search
1148,2024-01-30,NC,paid_search
1149,2025-03-29,OH,email
1150,2024-12-18,TX,paid_social
1151,2024-11-30,NY,email
1152,2024-06-06,FL,paid_search
1153,2024-08-08,MO,organic_search
1154,2025-06-29,OR,paid_social
1155,2024-11-28,NC,paid_social
1156,2024-12-03,TX,email
1157,2024-12-17,GA,organic_search
1158,2025-09-12,CT,affiliate
1159,2025-04-19,NV,paid_social
1160,2025-02-21,PA,paid_search
1161,2025-09-11,FL,paid_social
1162,2024-12-06,VA,organic_search
1163,2024-05-15,WA,paid_social
1164,2025-04-05,FL,paid_social
1165,2024-08-28,GA,paid_search
1166,2025-10-18,NJ,email
1167,2025-05-02,NJ,email
1168,2025-02-03,NV,organic_search
1169,2025-09-14,NC,email
1170,2024-12-03,OK,email
1171,2025-03-23,WA,organic_search
1172,2024-01-04,CA,paid_search
1173,2025-04-03,GA,paid_social
1174,2025-01-22,FL,referral
1175,2024-06-02,KS,affiliate
1176,2025-07-13,MA,referral
1177,2025-05-23,VA,organic_search
1178,2025-10-13,AZ,email
1179,2024-01-08,NY,organic_search
1180,2025-06-14,MD,paid_social
1181,2024-08-25,MA,organic_search
1182,2024-08-11,MI,email
1183,2025-02-05,OH,paid_social
1184,2025-04-03,GA,email
1185,2025-09-03,NC,referral
1186,2025-07-01,CA,organic_search
1187,2024-02-10,AL,referral
1188,2025-04-12,MI,organic_search
1189,2025-10-27,TX,paid_social
1190,2025-08-04,CA,organic_search
1191,2025-08-25,NC,paid_search
1192,2024-01-30,CA,organic_search
1193,2025-01-18,MD,paid_social
1194,2024-09-12,MN,paid_social
1195,2024-04-26,CO,organic_search
1196,2024-03-18,CA,paid_search
1197,2024-08-21,IL,paid_social
1198,2024-02-17,CA,affiliate
1199,2025-03-17,VA,organic_search
1200,2025-02-15,FL,organic_search
1201,2025-07-19,NV,paid_search
1202,2025-05-18,WA,paid_search
1203,2024-12-09,AL,paid_social
1204,2025-11-20,VA,referral
1205,2025-06-30,TX,organic_search
1206,2025-12-15,CO,organic_search
1207,2025-05-20,MI,paid_social
1208,2024-04-23,CA,organic_search
1209,2024-01-18,NY,organic_search
1210,2024-11-30,TX,email
1211,2024-03-30,OH,organic_search
1212,2024-10-15,MN,affiliate
1213,2025-10-27,LA,paid_search
1214,2025-11-03,AL,referral
1215,2024-07-14,NY,organic_search
1216,2025-02-27,GA,paid_social
1217,2024-11-21,NY,organic_search
1218,2025-06-21,MA,paid_search
1219,2025-06-09,AZ,email
1220,2024-12-03,IL,email
1221,2024-12-16,NY,paid_social
1222,2025-11-02,MI,organic_search
1223,2025-10-02,OH,paid_social
1224,2024-03-13,GA,organic_search
1225,2024-02-25,FL,paid_search
1226,2025-07-05,TX,organic_search
1227,2025-09-24,MN,organic_search
1228,2025-08-24,MN,paid_search
1229,2024-04-11,CT,paid_search
1230,2024-08-08,WI,organic_search
1231,2024-07-20,MD,paid_social
1232,2025-08-26,CA,paid_search
1233,2025-09-23,KY,paid_search
1234,2024-11-26,MN,organic_search
1235,2024-12-19,MO,paid_search
1236,2025-11-15,CO,paid_search
1237,2025-11-07,PA,paid_social
1238,2025-01-28,WI,organic_search
1239,2025-05-31,MO,organic_search
1240,2024-11-11,MD,paid_search
1241,2025-07-02,IL,referral
1242,2025-08-22,GA,paid_search
1243,2025-07-03,MA,affiliate
1244,2024-11-05,CO,paid_search
1245,2025-02-26,CA,paid_search
1246,2024-05-26,VA,organic_search
1247,2025-08-12,TX,organic_search
1248,2025-05-28,KY,organic_search
1249,2024-09-13,AR,email
1250,2025-05-12,PA,paid_social
1251,2024-07-05,IL,organic_search
1252,2024-04-15,IN,organic_search
1253,2025-07-29,MI,paid_social
1254,2024-07-01,OK,email
1255,2024-07-29,NC,referral
1256,2024-03-28,NY,organic_search
1257,2024-12-07,IL,organic_search
1258,2025-05-20,PA,organic_search
1259,2024-11-20,NY,email
1260,2025-07-28,MA,organic_search
1261,2025-05-13,MI,paid_search
1262,2025-02-12,TN,paid_social
1263,2025-04-10,PA,organic_search
1264,2024-07-23,CO,affiliate
1265,2025-09-08,TX,referral
1266,2025-01-25,NJ,paid_social
1267,2025-07-07,GA,referral
1268,2023-10-26,OH,organic_search
1269,2025-08-04,LA,organic_search
1270,2024-12-27,CA,email
1271,2024-09-21,NV,paid_search
1272,2024-03-02,FL,organic_search
1273,2024-10-20,IL,organic_search
1274,2025-12-09,NY,organic_search
1275,2024-04-28,MO,paid_social
1276,2023-10-12,NY,organic_search
1277,2024-10-20,OK,paid_search
1278,2024-01-09,OH,paid_social
1279,2025-05-20,GA,organic_search
1280,2025-08-17,MA,organic_search
1281,2025-10-12,FL,paid_social
1282,2024-06-21,CO,referral
1283,2025-09-27,CA,paid_social
1284,2025-06-06,NY,paid_social
1285,2024-10-19,IL,organic_search
1286,2025-04-27,NJ,paid_search
1287,2025-02-15,SC,affiliate
1288,2024-08-01,CA,referral
1289,2025-07-10,CA,affiliate
1290,2025-03-25,NY,organic_search
1291,2025-11-22,CA,paid_social
1292,2023-09-09,NJ,paid_search
1293,2024-11-02,MI,paid_social
1294,2025-04-28,TX,paid_search
1295,2024-10-07,MD,affiliate
1296,2024-10-18,NY,organic_search
1297,2025-06-22,FL,referral
1298,2024-03-29,CA,email
1299,2025-02-21,CA,organic_search
1300,2025-10-04,NJ,organic_search
1301,2024-11-01,KS,organic_search
1302,2023-07-24,NC,referral
1303,2024-01-07,FL,affiliate
1304,2024-08-05,MO,paid_social
1305,2025-09-22,GA,organic_search
1306,2025-05-01,MO,paid_social
1307,2025-07-10,OH,organic_search
1308,2024-08-21,NC,paid_search
1309,2025-05-03,NJ,organic_search
1310,2025-02-17,CA,organic_search
1311,2025-11-02,CA,organic_search
1312,2024-09-03,UT,email
1313,2025-01-09,IN,email
1314,2024-11-21,NY,organic_search
1315,2025-10-04,PA,organic_search
1316,2025-02-14,MD,paid_social
1317,2025-06-13,FL,paid_social
1318,2025-01-19,GA,paid_social
1319,2025-12-02,TX,organic_search
1320,2025-02-22,SC,paid_search
1321,2025-09-04,OR,paid_social
1322,2024-04-20,FL,paid_social
1323,2024-12-29,OK,paid_social
1324,2025-11-14,TX,organic_search
1325,2025-12-16,NY,paid_social
1326,2025-02-07,CA,affiliate
1327,2024-10-14,CA,paid_search
1328,2025-11-05,FL,paid_search
1329,2024-01-29,MN,email
1330,2023-11-13,VA,paid_search
1331,2025-11-27,PA,referral
1332,2025-04-22,NY,referral
1333,2025-04-17,GA,organic_search
1334,2025-06-15,FL,organic_search
1335,2025-03-11,MD,affiliate
1336,2024-10-19,MI,email
1337,2025-10-09,NJ,paid_search
1338,2025-10-14,AZ,paid_social
1339,2025-05-18,TX,affiliate
1340,2025-05-12,VA,organic_search
1341,2024-05-10,AZ,email
1342,2024-03-22,NY,organic_search
1343,2025-10-28,CA,email
1344,2025-02-21,AZ,affiliate
1345,2024-09-20,CA,organic_search
1346,2024-08-31,VA,email
1347,2025-12-18,SC,organic_search
1348,2025-09-12,FL,organic_search
1349,2025-05-21,UT,paid_social
1350,2025-12-07,FL,organic_search
1351,2023-12-12,IL,email
1352,2024-08-06,IL,email
1353,2025-07-17,MO,paid_social
1354,2025-07-21,CO,paid_social
1355,2023-10-29,CA,affiliate
1356,2025-12-11,TX,organic_search
1357,2024-06-22,WA,organic_search
1358,2024-05-24,PA,paid_social
1359,2024-12-25,WA,organic_search
1360,2024-04-19,NC,email
1361,2025-11-28,TX,referral
1362,2023-12-19,NY,affiliate
1363,2025-11-03,IA,organic_search
1364,2025-07-03,CA,organic_search
1365,2024-12-21,NC,organic_search
1366,2025-02-03,OH,organic_search
1367,2025-11-16,OH,organic_search
1368,2025-05-06,OH,paid_social
1369,2023-12-02,WI,paid_social
1370,2025-05-29,TX,paid_social
1371,2025-03-24,IA,paid_social
1372,2025-09-14,MD,paid_social
1373,2025-08-20,SC,paid_search
1374,2025-10-15,CA,paid_search
1375,2023-10-13,FL,paid_search
1376,2025-07-08,IL,referral
1377,2025-07-25,NY,organic_search
1378,2023-12-25,TN,organic_search
1379,2025-02-05,NY,organic_search
1380,2025-07-15,MI,referral
1381,2025-06-07,FL,paid_social
1382,2025-01-11,TN,organic_search
1383,2025-01-01,MI,referral
1384,2024-04-20,IN,organic_search
1385,2025-07-23,PA,affiliate
1386,2025-06-24,IL,organic_search
1387,2025-12-14,OH,organic_search
1388,2024-07-18,NY,paid_social
1389,2024-09-01,IL,affiliate
1390,2024-05-27,MO,organic_search
1391,2025-02-14,NJ,organic_search
1392,2025-01-12,KY,referral
1393,2025-04-04,TX,referral
1394,2025-01-26,FL,paid_social
1395,2025-05-26,PA,organic_search
1396,2025-05-27,CA,referral
1397,2024-12-31,NJ,organic_search
1398,2024-10-17,VA,paid_search
1399,2025-11-03,AZ,paid_social
1400,2025-04-26,GA,organic_search
1401,2025-03-16,MN,referral
1402,2025-06-07,TX,affiliate
1403,2025-05-11,IN,paid_search
1404,2025-04-07,MA,paid_social
1405,2024-03-27,CA,organic_search
1406,2024-11-05,UT,email
1407,2025-09-03,WI,paid_search
1408,2024-10-18,CA,affiliate
1409,2024-01-25,IL,email
1410,2025-11-15,MA,organic_search
1411,2025-08-12,OK,email
1412,2025-02-15,CT,email
1413,2025-08-04,NM,organic_search
1414,2024-11-25,MI,paid_social
1415,2025-08-08,CA,email
1416,2025-10-03,GA,organic_search
1417,2025-06-16,CA,paid_search
1418,2025-01-04,IN,organic_search
1419,2025-05-30,AL,organic_search
1420,2025-04-10,PA,paid_search
1421,2025-03-13,PA,email
1422,2025-04-28,NY,email
1423,2024-10-11,PA,paid_social
1424,2023-08-06,WA,paid_social
1425,2025-01-04,OH,paid_social
1426,2025-06-29,OH,paid_search
1427,2025-07-29,IL,organic_search
1428,2024-03-01,GA,paid_search
1429,2024-09-15,MA,paid_social
1430,2025-09-22,MO,paid_social
1431,2024-06-25,UT,organic_search
1432,2023-10-31,MN,paid_social
1433,2025-11-12,TX,referral
1434,2025-04-01,NY,organic_search
1435,2024-05-05,NC,affiliate
1436,2025-08-24,TX,organic_search
1437,2025-02-06,NY,organic_search
1438,2025-05-27,KS,affiliate
1439,2024-06-13,NJ,email
1440,2024-01-31,NC,organic_search
1441,2025-01-15,CA,organic_search
1442,2024-07-15,TX,organic_search
1443,2024-05-20,CT,paid_search
1444,2024-08-23,KS,paid_search
1445,2025-11-30,MO,organic_search
1446,2025-04-13,TX,paid_social
1447,2024-08-05,AR,organic_search
1448,2025-08-30,CO,organic_search
1449,2024-06-13,FL,organic_search
1450,2024-06-06,IL,organic_search
1451,2025-08-23,OH,paid_search
1452,2025-05-23,FL,organic_search
1453,2025-05-17,OR,referral
1454,2023-12-25,AZ,paid_social
1455,2025-11-28,FL,paid_social
1456,2025-02-06,CA,paid_social
1457,2025-06-11,NC,paid_search
1458,2025-06-12,IL,organic_search
1459,2025-02-17,NV,organic_search
1460,2024-07-13,TX,paid_social
1461,2024-10-10,TX,paid_search
1462,2024-02-26,NC,paid_social
1463,2025-11-13,KY,email
1464,2025-09-28,FL,organic_search
1465,2024-12-28,PA,email
1466,2024-09-26,GA,organic_search
1467,2024-03-08,PA,referral
1468,2025-10-12,MA,paid_search
1469,2024-10-29,FL,email
1470,2024-08-12,NY,organic_search
1471,2024-12-10,NV,paid_social
1472,2024-07-31,NY,paid_search
1473,2024-12-10,GA,organic_search
1474,2025-01-06,NJ,email
1475,2024-09-29,CA,paid_social
1476,2025-12-11,CT,organic_search
1477,2025-02-11,CA,referral
1478,2024-10-22,NY,organic_search
1479,2024-09-25,OR,paid_social
1480,2024-09-13,WI,organic_search
1481,2025-10-07,MI,affiliate
1482,2025-02-11,MD,affiliate
1483,2025-08-17,OH,paid_social
1484,2025-05-13,IL,organic_search
1485,2025-05-08,FL,organic_search
1486,2024-02-20,MI,organic_search
1487,2025-06-20,CA,paid_social
1488,2024-10-17,NC,organic_search
1489,2025-04-29,CA,email
1490,2023-11-22,LA,paid_search
1491,2025-09-06,TX,organic_search
1492,2025-05-28,NC,email
1493,2025-08-16,IL,organic_search
1494,2025-10-24,NY,paid_search
1495,2025-10-03,IA,referral
1496,2025-02-01,TX,paid_social
1497,2025-12-12,MO,paid_social
1498,2025-06-14,FL,organic_search
1499,2024-08-24,WA,paid_social
1500,2025-07-27,NY,organic_search
1501,2025-10-06,OR,paid_search
1502,2025-02-17,MN,organic_search
1503,2025-08-26,TX,email
1504,2025-11-21,CA,affiliate
1505,2025-03-11,CA,affiliate
1506,2025-08-30,CA,paid_social
1507,2024-05-10,SC,paid_social
1508,2025-08-03,NM,organic_search
1509,2025-11-13,TN,paid_social
1510,2025-05-16,NY,organic_search
1511,2025-10-12,NC,organic_search
1512,2025-11-06,NJ,paid_social
1513,2025-12-05,CA,organic_search
1514,2025-01-27,TX,paid_social
1515,2024-03-15,SC,affiliate
1516,2024-08-29,TX,paid_social
1517,2025-06-13,OK,email
1518,2024-10-26,CO,paid_search
1519,2025-02-02,MO,paid_social
1520,2025-01-28,KS,paid_social
1521,2025-01-15,VA,affiliate
1522,2025-04-13,MA,email
1523,2024-01-23,IN,organic_search
1524,2025-04-10,MA,paid_social
1525,2025-11-22,WA,email
1526,2024-10-07,NY,organic_search
1527,2024-12-09,MI,referral
1528,2025-11-20,NY,paid_social
1529,2025-05-15,IA,paid_search
1530,2023-12-30,AZ,organic_search
1531,2024-10-05,NY,paid_search
1532,2025-09-15,CT,organic_search
1533,2025-02-07,GA,organic_search
1534,2025-08-02,IL,email
1535,2025-12-18,TX,referral
1536,2025-03-25,TX,email
1537,2024-12-04,TN,referral
1538,2025-08-19,WI,paid_social
1539,2025-12-15,WA,email
1540,2023-10-20,TX,referral
1541,2025-05-16,OH,affiliate
1542,2024-10-14,NY,paid_social
1543,2024-11-05,TX,paid_social
1544,2025-07-16,MD,organic_search
1545,2024-12-22,IN,organic_search
1546,2025-08-29,FL,paid_search
1547,2025-06-26,VA,organic_search
1548,2025-04-06,CA,organic_search
1549,2025-02-28,SC,organic_search
1550,2024-07-06,TX,paid_search
1551,2025-09-05,AR,organic_search
1552,2024-04-18,SC,organic_search
1553,2025-09-12,CA,organic_search
1554,2025-08-06,PA,paid_social
1555,2025-11-01,NC,paid_social
1556,2025-12-06,NY,paid_social
1557,2025-09-29,CO,organic_search
1558,2025-11-23,PA,referral
1559,2024-04-13,MD,paid_social
1560,2025-12-12,IL,affiliate
1561,2025-11-21,MD,paid_social
1562,2025-04-27,IA,paid_social
1563,2025-07-18,NJ,paid_social
1564,2025-11-17,WA,paid_search
1565,2025-03-16,CA,organic_search
1566,2024-09-16,IL,referral
1567,2025-11-27,NC,organic_search
1568,2025-05-18,KS,organic_search
1569,2025-03-12,NY,organic_search
1570,2023-09-01,TX,organic_search
1571,2024-12-12,MD,paid_social
1572,2024-11-13,NY,organic_search
1573,2025-05-21,PA,paid_social
1574,2024-05-10,MA,organic_search
1575,2024-12-13,OK,organic_search
1576,2025-06-08,GA,paid_search
1577,2025-10-15,PA,organic_search
1578,2025-06-06,NY,paid_social
1579,2023-12-13,CT,paid_social
1580,2025-10-23,WI,organic_search
1581,2025-05-12,IL,affiliate
1582,2025-10-03,VA,organic_search
1583,2024-01-05,OR,email
1584,2024-11-02,PA,email
1585,2025-07-19,MA,organic_search
1586,2024-12-17,NY,paid_search
1587,2025-12-16,KY,affiliate
1588,2025-11-29,FL,organic_search
1589,2025-09-25,OH,referral
1590,2025-02-22,NC,organic_search
1591,2025-02-22,OH,paid_social
1592,2024-10-26,CA,paid_social
1593,2024-08-17,IL,organic_search
1594,2025-05-22,GA,email
1595,2024-04-13,OK,paid_social
1596,2025-03-19,GA,organic_search
1597,2025-09-24,IL,referral
1598,2024-06-13,MD,paid_social
1599,2025-05-15,NJ,email
1600,2025-08-15,MI,paid_social
1601,2025-12-14,NY,organic_search
1602,2024-11-16,MD,email
1603,2024-09-20,NJ,affiliate
1604,2025-06-26,AL,paid_search
1605,2024-11-30,CA,organic_search
1606,2025-08-19,MI,paid_search
1607,2024-05-19,IN,organic_search
1608,2025-09-03,WA,paid_social
1609,2025-04-27,OK,paid_social
1610,2025-09-15,VA,paid_social
1611,2025-12-01,PA,paid_social
1612,2024-05-28,IL,organic_search
1613,2025-10-23,FL,organic_search
1614,2024-12-27,TX,organic_search
1615,2025-11-15,PA,paid_search
1616,2025-10-10,CA,organic_search
1617,2025-05-25,LA,paid_social
1618,2024-08-05,OH,referral
1619,2025-11-17,UT,paid_search
1620,2025-10-29,WI,paid_search
1621,2025-10-27,GA,paid_social
1622,2025-09-03,CA,organic_search
1623,2024-04-26,TX,organic_search
1624,2025-11-23,MO,organic_search
1625,2024-04-26,MN,paid_social
1626,2025-06-26,SC,organic_search
1627,2024-11-10,NY,organic_search
1628,2025-04-06,NY,organic_search
1629,2025-04-21,MD,referral
1630,2025-01-10,CA,paid_search
1631,2025-12-19,WA,organic_search
1632,2025-06-28,AR,referral
1633,2025-09-20,CA,email
1634,2025-01-07,NY,paid_search
1635,2024-08-30,IL,organic_search
1636,2024-12-29,IL,paid_search
1637,2025-10-14,WA,referral
1638,2025-05-18,PA,paid_social
1639,2025-03-07,MN,referral
1640,2025-12-12,TX,paid_social
1641,2025-08-31,CA,paid_search
1642,2025-08-18,SC,organic_search
1643,2025-01-19,OH,paid_social
1644,2024-11-03,CA,paid_social
1645,2025-04-21,AZ,paid_search
1646,2025-05-07,CT,email
1647,2025-04-22,IN,email
1648,2025-05-02,TX,referral
1649,2025-09-05,AZ,referral
1650,2023-12-11,GA,referral
1651,2025-09-26,TX,paid_search
1652,2025-02-19,TX,paid_social
