order_id,product_id,quantity,unit_price,discount_amount
102343,1001,1,61.99,6.2
102343,1003,1,22.99,2.3
102344,1078,2,85.99,0
102344,1088,1,20.99,0
102345,1067,1,34.99,0
102345,1066,1,171.99,0
102346,1035,2,51.99,10.4
102346,1019,1,77.99,7.8
102347,1077,1,25.99,0
102347,1006,2,16.99,0
102348,1009,1,131.99,0
102348,1023,1,135.99,0
102349,1058,1,93.99,0
102350,1086,1,97.99,0
102351,1069,1,26.99,0
102351,1090,2,17.99,0
102352,1065,1,164.99,0
102352,1080,1,134.99,0
102352,1054,1,229.99,0
102353,1080,1,134.99,0
102354,1013,1,124.99,0
102354,1011,2,34.99,0
102355,1084,1,112.99,0
102356,1087,1,45.99,0
102357,1067,1,34.99,0
102358,1068,1,49.99,0
102359,1073,2,69.99,14
102359,1057,1,205.99,20.6
102359,1071,1,9.99,1
102359,1025,1,166.99,16.7
102360,1059,3,467.99,140.4
102360,1084,1,112.99,11.3
102360,1072,1,141.99,14.2
102360,1024,1,59.99,6
102361,1027,1,90.99,0
102362,1015,1,96.99,0
102363,1024,1,59.99,0
102364,1018,1,212.99,0
102365,1082,1,104.99,0
102366,1074,2,19.99,0
102367,1079,1,61.99,0
102368,1048,1,139.99,0
102369,1058,2,93.99,0
102370,1060,2,134.99,0
102371,1051,1,53.99,0
102371,1087,1,45.99,0
102372,1030,1,7.99,0
102372,1016,1,180.99,0
102373,1068,4,49.99,0
102373,1028,1,77.99,0
102374,1074,1,19.99,0
102375,1015,3,96.99,0
102376,1087,1,45.99,0
102377,1038,1,313.99,0
102377,1076,2,138.99,0
102377,1021,1,123.99,0
102378,1086,1,97.99,0
102378,1064,1,153.99,0
102378,1028,1,77.99,0
102379,1007,1,71.99,0
102379,1010,1,96.99,0
102379,1085,2,,0
102380,1025,1,166.99,16.7
102381,1022,1,88.99,0
102382,1023,1,135.99,0
102383,1003,1,22.99,0
102383,1059,3,467.99,0
102384,1083,1,19.99,0
102384,1013,1,124.99,0
102384,1037,2,,0
102385,1073,1,69.99,0
102385,1013,1,124.99,0
102386,1012,1,109.99,0
102387,1023,1,135.99,0
102387,1004,1,75.99,0
102387,1089,1,53.99,0
102387,1062,1,152.99,0
102388,1034,1,68.99,0
102389,1012,2,109.99,0
102390,1002,1,138.99,0
102391,1008,1,43.99,0
102391,1080,1,134.99,0
102391,1016,1,180.99,0
102391,1072,1,141.99,0
102392,1077,3,25.99,0
102393,1033,1,85.99,0
102393,1057,2,205.99,0
102393,1065,2,164.99,0
102394,1067,1,34.99,3.5
102395,1066,1,171.99,0
102395,1006,1,16.99,0
102395,1044,1,529.99,0
102395,1069,1,26.99,0
102396,1073,2,69.99,0
102396,1032,1,81.99,0
102397,1013,1,124.99,0
102397,1058,1,93.99,0
102398,1089,1,53.99,0
102398,1079,1,61.99,0
102398,1032,1,81.99,0
102399,1025,1,166.99,0
102400,1024,1,59.99,0
102400,1021,1,123.99,0
102400,1034,4,68.99,0
102401,1078,1,85.99,0
102401,1072,1,141.99,0
102402,1080,1,134.99,0
102402,1078,1,85.99,0
102403,1017,1,86.99,8.7
102403,1010,1,96.99,9.7
102404,1007,1,71.99,0
102405,1051,1,53.99,0
102406,1031,1,38.99,0
102407,1078,1,85.99,8.6
102408,1080,1,134.99,0
102408,1009,1,131.99,0
102409,1001,1,61.99,0
102410,1072,1,141.99,0
102411,1050,1,146.99,0
102411,1078,1,85.99,0
102411,1052,1,208.99,0
102412,1048,1,139.99,0
102412,1007,2,71.99,0
102412,1008,1,43.99,0
102413,1019,1,77.99,0
102413,1030,1,7.99,0
102414,1069,1,26.99,0
102414,1076,4,138.99,0
102415,1003,1,22.99,0
102416,1005,1,79.99,0
102417,1044,1,529.99,0
102417,1076,2,,0
102417,1079,1,61.99,0
102417,1023,1,135.99,0
102418,1008,1,43.99,0
102419,1068,2,49.99,0
102419,1013,1,,0
102420,1052,2,208.99,0
102420,1036,3,58.99,0
102420,1048,1,139.99,0
102421,1049,1,126.99,0
102422,1014,1,36.99,0
102423,1087,1,45.99,0
102423,1069,1,26.99,0
102424,1062,2,152.99,0
102425,1081,1,74.99,0
102426,1048,1,139.99,0
102426,1090,1,17.99,0
102427,1016,2,180.99,0
102428,1045,1,506.99,0
102429,1001,2,61.99,0
102430,1055,1,200.99,0
102431,1078,1,85.99,0
102431,1026,1,161.99,0
102432,1080,1,134.99,0
102433,1036,2,58.99,11.8
102433,1037,1,28.99,2.9
102434,1014,1,36.99,0
102435,1008,1,43.99,0
102435,1051,2,53.99,0
102436,1073,2,69.99,14
102437,1029,1,30.99,0
102438,1052,2,208.99,0
102438,1088,1,20.99,0
102439,1051,1,53.99,0
102440,1073,1,69.99,0
102440,1015,1,96.99,0
102440,1087,1,45.99,0
102441,1020,1,54.99,0
102442,1019,1,77.99,0
102442,1085,1,115.99,0
102443,1027,3,90.99,0
102444,1078,3,85.99,0
102445,1001,1,61.99,0
102446,1024,1,59.99,0
102446,1008,1,43.99,0
102446,1067,1,34.99,0
102447,1049,1,126.99,0
102448,1079,1,61.99,0
102449,1078,1,85.99,0
102450,1075,1,50.99,5.1
102451,1084,1,112.99,0
102451,1016,1,180.99,0
102452,1005,1,,0
102452,1075,1,50.99,0
102453,1075,1,50.99,0
102453,1081,1,74.99,0
102454,1035,1,51.99,0
102454,1027,1,90.99,0
102454,1031,1,38.99,0
102455,1032,1,81.99,0
102455,1014,1,36.99,0
102456,1048,1,139.99,0
102456,1009,1,131.99,0
102457,1063,1,245.99,0
102457,1057,1,205.99,0
102457,1003,1,22.99,0
102458,1010,1,96.99,0
102458,1089,1,53.99,0
102458,1086,1,97.99,0
102458,1063,1,245.99,0
102459,1026,1,161.99,0
102460,1016,1,180.99,0
102460,1071,2,9.99,0
102461,1021,1,123.99,0
102461,1046,1,142.99,0
102461,1066,1,171.99,0
102462,1071,1,9.99,0
102462,1006,1,16.99,0
102462,1063,1,245.99,0
102462,1088,1,20.99,0
102463,1030,1,7.99,0
102464,1065,1,164.99,0
102464,1078,1,85.99,0
102464,1039,1,483.99,0
102465,1005,1,79.99,0
102466,1084,1,112.99,0
102466,1059,1,467.99,0
102466,1080,1,134.99,0
102466,1075,1,50.99,0
102467,1086,2,97.99,0
102468,1054,1,229.99,0
102468,1087,1,45.99,0
102469,1023,1,135.99,0
102470,1011,3,34.99,0
102470,1080,1,134.99,0
102470,1086,1,97.99,0
102471,1041,1,553.99,0
102472,1048,1,139.99,0
102473,1056,1,239.99,0
102474,1027,1,90.99,0
102475,1008,1,43.99,0
102476,1043,1,127.99,0
102477,1088,1,20.99,0
102478,1005,1,79.99,0
102478,1021,1,123.99,0
102479,1021,1,123.99,0
102480,1054,1,229.99,0
102480,1008,1,43.99,0
102480,1014,2,36.99,0
102481,1029,3,30.99,0
102482,1067,1,34.99,0
102482,1070,1,122.99,0
102483,1075,1,50.99,0
102484,1063,1,245.99,24.6
102484,1022,3,88.99,26.7
102485,1014,2,36.99,0
102486,1015,3,96.99,0
102486,1001,1,61.99,0
102487,1024,1,59.99,0
102487,1073,1,69.99,0
102488,1075,3,50.99,0
102488,1087,2,45.99,0
102489,1047,1,194.99,0
102490,1079,1,61.99,0
102491,1060,1,134.99,0
102492,1035,1,51.99,0
102493,1024,1,59.99,0
102494,1056,1,239.99,0
102495,1058,1,93.99,0
102495,1061,1,45.99,0
102496,1025,1,166.99,0
102497,1072,2,141.99,0
102497,1058,1,93.99,0
102498,1073,1,69.99,0
102499,1037,2,28.99,0
102500,1073,1,69.99,0
102501,1068,1,49.99,0
102502,1090,1,17.99,0
102503,1021,1,123.99,0
102503,1004,1,75.99,0
102504,1004,1,75.99,0
102505,1017,1,86.99,0
102505,1032,1,81.99,0
102506,1033,2,85.99,0
102506,1030,1,7.99,0
102507,1066,1,171.99,0
102507,1069,1,26.99,0
102507,1090,1,17.99,0
102508,1034,1,68.99,0
102509,1078,1,85.99,0
102509,1068,1,49.99,0
102510,1012,1,109.99,0
102511,1028,1,77.99,0
102512,1032,1,81.99,0
102512,1066,2,171.99,0
102512,1005,1,79.99,0
102512,1081,1,74.99,0
102513,1073,1,69.99,0
102514,1016,1,180.99,0
102515,1008,1,43.99,0
102516,1054,1,229.99,0
102516,1071,1,9.99,0
102517,1038,1,313.99,0
102518,1068,1,49.99,0
102518,1043,1,127.99,0
102518,1081,1,74.99,0
102518,1021,1,123.99,0
102519,1076,3,138.99,0
102519,1020,3,54.99,0
102520,1050,1,146.99,0
102521,1082,1,104.99,0
102522,1046,1,142.99,0
102522,1053,1,37.99,0
102522,1001,1,61.99,0
102522,1075,1,50.99,0
102523,1026,1,161.99,0
102523,1012,1,109.99,0
102523,1057,1,205.99,0
102524,1029,1,30.99,0
102524,1066,1,171.99,0
102525,1004,1,75.99,0
102526,1054,1,229.99,0
102527,1088,1,20.99,0
102528,1021,1,123.99,0
102528,1086,2,97.99,0
102529,1070,1,122.99,0
102529,1023,2,135.99,0
102530,1071,1,9.99,0
102530,1039,1,483.99,0
102531,1019,2,77.99,0
102531,1070,2,,0
102531,1077,1,25.99,0
102532,1001,2,61.99,0
102533,1012,1,109.99,0
102534,1037,1,28.99,0
102535,1013,1,124.99,0
102535,1007,1,71.99,0
102535,1075,1,50.99,0
102536,1016,1,180.99,0
102537,1078,1,85.99,0
102537,1058,1,93.99,0
102538,1067,1,34.99,0
102538,1090,1,17.99,0
102538,1081,1,74.99,0
102539,1089,1,53.99,0
102539,1069,1,26.99,0
102540,1012,1,109.99,0
102541,1058,1,93.99,0
102541,1072,1,141.99,0
102542,1088,1,20.99,0
102543,1079,1,61.99,0
102544,1021,1,123.99,0
102545,1074,1,19.99,0
102546,1071,1,9.99,0
102547,1008,4,43.99,17.6
102547,1084,1,112.99,11.3
102547,1087,1,45.99,4.6
102548,1051,1,53.99,0
102549,1010,1,96.99,0
102549,1081,1,74.99,0
102550,1027,1,90.99,0
102551,1001,1,61.99,0
102551,1035,1,51.99,0
102551,1050,1,146.99,0
102552,1013,1,124.99,0
102553,1058,1,93.99,0
102553,1054,1,229.99,0
102554,1090,3,17.99,0
102555,1059,1,467.99,0
102556,1052,2,208.99,0
102556,1005,4,79.99,0
102557,1059,2,467.99,0
102557,1028,2,77.99,0
102558,1029,1,30.99,0
102559,1025,1,166.99,0
102559,1019,2,77.99,0
102560,1015,1,96.99,0
102561,1077,1,25.99,0
102561,1003,1,22.99,0
102561,1045,1,506.99,0
102562,1015,1,96.99,0
102562,1011,1,34.99,0
102562,1013,1,124.99,0
102563,1009,1,131.99,0
102564,1089,1,53.99,0
102564,1018,2,212.99,0
102565,1034,1,68.99,0
102565,1051,1,53.99,0
102565,1014,1,36.99,0
102566,1013,1,124.99,0
102566,1050,1,146.99,0
102567,1021,1,123.99,0
102568,1084,1,112.99,0
102568,1077,1,25.99,0
102568,1081,1,74.99,0
102569,1077,1,25.99,0
102569,1005,1,79.99,0
102570,1063,1,245.99,0
102570,1058,2,93.99,0
102571,1046,1,142.99,0
102572,1075,1,50.99,5.1
102573,1039,1,483.99,0
102574,1026,2,161.99,0
102575,1011,1,34.99,0
102575,1047,1,194.99,0
102576,1088,1,20.99,0
102576,1047,1,194.99,0
102577,1020,1,54.99,0
102577,1076,1,138.99,0
102577,1050,1,146.99,0
102578,1003,1,22.99,2.3
102578,1054,1,229.99,23
102578,1062,1,152.99,15.3
102579,1072,1,141.99,0
102579,1026,2,161.99,0
102579,1017,1,86.99,0
102580,1066,1,171.99,17.2
102581,1039,1,483.99,0
102581,1059,1,467.99,0
102582,1001,1,61.99,0
102583,1007,1,71.99,0
102584,1085,1,115.99,0
102584,1025,1,166.99,0
102584,1081,2,74.99,0
102585,1089,1,53.99,0
102586,1076,2,138.99,0
102587,1033,1,85.99,0
102588,1057,1,205.99,0
102588,1089,2,53.99,0
102589,1011,1,34.99,0
102590,1080,2,134.99,27
102590,1078,1,85.99,8.6
102591,1052,1,208.99,0
102592,1061,2,45.99,0
102593,1002,1,138.99,0
102593,1052,1,208.99,0
102593,1042,1,773.99,0
102594,1001,1,61.99,6.2
102595,1054,2,229.99,0
102595,1051,1,53.99,0
102595,1025,1,166.99,0
102596,1020,1,54.99,0
102597,1053,1,37.99,0
102598,1002,2,138.99,0
102599,1060,1,134.99,0
102600,1061,1,45.99,0
102601,1079,2,61.99,0
102602,1034,1,68.99,0
102602,1017,2,86.99,0
102602,1040,1,476.99,0
102603,1054,1,229.99,0
102603,1064,1,153.99,0
102603,1061,1,45.99,0
102604,1031,1,38.99,0
102605,1016,1,180.99,18.1
102605,1073,1,69.99,7
102605,1017,1,86.99,8.7
102606,1066,1,171.99,0
102607,1078,1,85.99,0
102608,1032,1,81.99,0
102608,1073,2,69.99,0
102609,1002,1,138.99,0
102609,1032,2,81.99,0
102609,1054,1,229.99,0
102610,1031,1,38.99,0
102611,1011,1,34.99,0
102611,1028,4,77.99,0
102612,1032,3,81.99,0
102613,1001,1,61.99,0
102613,1072,1,141.99,0
102613,1090,1,17.99,0
102614,1038,1,313.99,0
102614,1030,1,7.99,0
102615,1013,1,124.99,0
102615,1011,1,34.99,0
102616,1030,1,7.99,0.8
102617,1059,1,467.99,0
102618,1073,1,69.99,0
102618,1026,1,161.99,0
102619,1070,2,122.99,0
102620,1006,2,16.99,0
102620,1053,1,37.99,0
102620,1083,1,19.99,0
102621,1063,1,245.99,0
102622,1045,1,506.99,0
102622,1090,2,17.99,0
102622,1079,1,61.99,0
102622,1088,2,20.99,0
102623,1001,1,61.99,0
102624,1021,1,123.99,0
102624,1003,1,22.99,0
102624,1013,1,124.99,0
102625,1004,1,75.99,0
102625,1070,1,122.99,0
102626,1055,1,200.99,0
102626,1035,1,51.99,0
102627,1044,1,529.99,0
102628,1008,1,43.99,0
102628,1043,1,127.99,0
102628,1071,1,9.99,0
102628,1029,1,30.99,0
102629,1036,1,58.99,0
102630,1069,1,26.99,0
102631,1077,4,25.99,0
102631,1011,1,34.99,0
102632,1026,1,161.99,0
102632,1027,2,90.99,0
102632,1031,1,38.99,0
102632,1086,1,97.99,0
102633,1020,1,54.99,0
102634,1075,1,50.99,0
102634,1052,1,208.99,0
102635,1090,1,17.99,0
102636,1055,1,200.99,0
102637,1034,1,68.99,0
102638,1010,1,96.99,0
102639,1085,2,115.99,0
102640,1026,2,161.99,0
102641,1086,1,97.99,0
102641,1072,1,141.99,0
102641,1061,1,45.99,0
102642,1052,1,208.99,0
102643,1079,2,61.99,0
102643,1027,1,90.99,0
102644,1074,4,19.99,0
102644,1087,1,45.99,0
102645,1075,1,50.99,0
102645,1018,1,212.99,0
102645,1015,1,96.99,0
102646,1036,1,58.99,0
102646,1082,1,104.99,0
102647,1018,1,212.99,0
102647,1019,1,77.99,0
102647,1071,1,9.99,0
102647,1076,1,138.99,0
102648,1044,1,529.99,0
102648,1090,1,17.99,0
102648,1077,1,25.99,0
102648,1070,1,122.99,0
102649,1027,1,90.99,0
102650,1049,1,126.99,0
102650,1035,1,51.99,0
102651,1032,1,81.99,0
102651,1065,1,164.99,0
102651,1026,2,161.99,0
102652,1079,1,61.99,0
102652,1018,1,212.99,0
102652,1083,1,19.99,0
102653,1078,2,85.99,0
102654,1037,1,28.99,0
102655,1076,3,138.99,0
102656,1012,1,109.99,0
102656,1014,2,36.99,0
102657,1076,1,138.99,0
102658,1084,1,112.99,0
102658,1023,1,135.99,0
102659,1090,1,17.99,0
102660,1039,1,483.99,0
102661,1004,1,75.99,0
102662,1080,1,134.99,0
102662,1010,1,96.99,0
102662,1033,1,85.99,0
102663,1076,1,138.99,0
102664,1032,1,81.99,0
102665,1065,1,164.99,0
102666,1063,1,245.99,0
102666,1082,1,104.99,0
102667,1006,1,16.99,0
102667,1028,1,77.99,0
102668,1088,1,20.99,0
102668,1077,2,25.99,0
102669,1079,1,61.99,0
102669,1059,1,467.99,0
102669,1006,1,16.99,0
102670,1084,1,112.99,0
102671,1089,1,53.99,0
102671,1063,1,245.99,0
102671,1020,1,54.99,0
102672,1026,1,161.99,0
102673,1088,2,20.99,0
102674,1061,1,45.99,0
102674,1027,1,90.99,0
102674,1040,1,476.99,0
102675,1001,1,61.99,0
102676,1081,1,74.99,0
102676,1065,3,164.99,0
102676,1027,1,90.99,0
102676,1079,1,61.99,0
102677,1021,1,123.99,12.4
102677,1048,1,139.99,14
102677,1034,1,68.99,6.9
102678,1018,2,212.99,0
102679,1005,2,79.99,0
102680,1077,1,25.99,0
102681,1085,1,115.99,0
102681,1011,1,34.99,0
102681,1088,1,20.99,0
102682,1012,1,109.99,11
102683,1025,1,166.99,0
102683,1023,1,135.99,0
102684,1026,1,161.99,0
102684,1031,1,38.99,0
102684,1034,1,68.99,0
102685,1066,2,171.99,0
102685,1070,1,122.99,0
102685,1008,1,43.99,0
102686,1032,1,81.99,0
102686,1003,1,22.99,0
102687,1032,1,81.99,0
102688,1057,1,205.99,0
102689,1071,1,9.99,0
102689,1054,1,229.99,0
102690,1089,2,53.99,0
102691,1088,1,20.99,0
102692,1043,1,127.99,0
102692,1001,1,61.99,0
102692,1033,1,85.99,0
102693,1046,1,142.99,0
102694,1066,1,171.99,17.2
102694,1086,1,97.99,9.8
102695,1029,1,30.99,0
102695,1058,2,93.99,0
102696,1043,1,127.99,0
102696,1077,1,25.99,0
102697,1086,1,97.99,9.8
102697,1035,1,51.99,5.2
102698,1084,1,112.99,0
102699,1081,1,74.99,0
102700,1010,1,96.99,0
102700,1063,1,245.99,0
102700,1050,1,146.99,0
102701,1029,1,30.99,3.1
102702,1089,1,53.99,0
102703,1021,1,123.99,0
102704,1003,1,22.99,0
102704,1027,1,90.99,0
102704,1078,1,85.99,0
102704,1031,1,38.99,0
102705,1026,1,161.99,0
102705,1030,1,,0
102706,1057,1,205.99,0
102707,1036,1,58.99,0
102708,1023,1,135.99,0
102709,1009,1,131.99,0
102710,1014,1,36.99,0
102710,1044,1,529.99,0
102710,1002,1,138.99,0
102711,1016,2,180.99,36.2
102711,1010,1,96.99,9.7
102712,1076,1,138.99,13.9
102713,1084,4,112.99,0
102713,1087,1,45.99,0
102713,1036,1,58.99,0
102714,1060,1,134.99,0
102715,1086,1,97.99,0
102716,1027,1,90.99,0
102716,1022,1,88.99,0
102717,1022,1,88.99,0
102717,1088,1,20.99,0
102717,1025,1,166.99,0
102717,1043,1,127.99,0
102718,1071,2,9.99,0
102719,1087,1,45.99,0
102720,1075,1,50.99,0
102721,1059,1,467.99,0
102721,1086,1,97.99,0
102722,1081,1,74.99,0
102722,1016,2,180.99,0
102722,1023,1,135.99,0
102723,1083,1,19.99,0
102724,1032,1,81.99,0
102725,1077,1,,0
102725,1031,1,38.99,0
102726,1023,3,135.99,0
102726,1090,1,17.99,0
102727,1026,1,161.99,0
102728,1086,1,97.99,0
102728,1011,1,34.99,0
102729,1003,1,22.99,0
102729,1007,1,71.99,0
102729,1002,2,138.99,0
102730,1071,2,9.99,0
102730,1008,1,43.99,0
102731,1047,1,194.99,0
102732,1062,1,152.99,0
102733,1027,1,90.99,0
102734,1076,3,138.99,0
102735,1062,1,152.99,0
102735,1014,1,36.99,0
102735,1002,1,138.99,0
102736,1081,1,74.99,0
102736,1066,1,171.99,0
102736,1009,1,131.99,0
102737,1015,1,96.99,0
102737,1066,1,171.99,0
102738,1071,1,9.99,0
102739,1015,1,96.99,0
102740,1051,1,53.99,0
102741,1081,1,74.99,0
102742,1022,1,88.99,0
102743,1081,1,74.99,0
102743,1043,1,127.99,0
102744,1045,1,506.99,0
102745,1080,1,134.99,0
102746,1023,2,135.99,0
102747,1046,1,142.99,0
102747,1034,1,68.99,0
102748,1003,1,22.99,0
102749,1075,1,50.99,0
102749,1088,1,20.99,0
102749,1071,1,9.99,0
102749,1020,1,54.99,0
102750,1085,1,115.99,0
102750,1088,1,20.99,0
102751,1033,1,85.99,0
102751,1039,1,483.99,0
102752,1072,2,141.99,0
102753,1016,1,180.99,0
102753,1077,2,25.99,0
102753,1078,1,85.99,0
102754,1016,1,180.99,0
102755,1014,1,36.99,0
102756,1027,1,90.99,0
102756,1078,1,85.99,0
102757,1065,1,164.99,0
102757,1015,1,96.99,0
102758,1004,1,75.99,0
102758,1079,1,61.99,0
102759,1010,1,96.99,0
102759,1068,1,49.99,0
102760,1053,1,37.99,0
102760,1002,1,138.99,0
102761,1023,1,135.99,0
102762,1086,1,97.99,0
102762,1084,1,112.99,0
102763,1067,1,34.99,0
102764,1078,1,85.99,0
102765,1015,1,96.99,0
102766,1027,1,90.99,0
102767,1053,2,37.99,0
102767,1033,2,85.99,0
102767,1022,1,88.99,0
102767,1028,1,77.99,0
102768,1087,1,45.99,0
102769,1005,1,79.99,0
102769,1048,1,139.99,0
102769,1007,2,71.99,0
102770,1005,1,79.99,0
102770,1001,1,61.99,0
102770,1007,1,71.99,0
102770,1019,1,77.99,0
102771,1078,4,85.99,0
102771,1080,1,134.99,0
102772,1015,3,96.99,0
102772,1004,1,75.99,0
102773,1058,2,93.99,0
102774,1074,4,19.99,0
102775,1076,1,138.99,0
102775,1044,1,529.99,0
102776,1073,1,69.99,0
102777,1087,2,45.99,0
102778,1019,1,77.99,0
102779,1041,1,553.99,0
102779,1055,1,200.99,0
102779,1027,2,90.99,0
102780,1036,1,58.99,0
102780,1052,1,208.99,0
102781,1006,1,16.99,0
102781,1002,1,138.99,0
102782,1080,2,134.99,0
102783,1086,1,97.99,0
102784,1022,1,88.99,0
102784,1032,1,81.99,0
102784,1046,1,142.99,0
102785,1087,1,45.99,0
102785,1083,1,19.99,0
102786,1071,1,9.99,0
102786,1018,1,212.99,0
102786,1012,1,109.99,0
102786,1041,1,553.99,0
102787,1032,1,81.99,0
102787,1060,1,134.99,0
102787,1019,1,77.99,0
102788,1025,3,166.99,50.1
102788,1010,1,96.99,9.7
102788,1056,1,239.99,24
102789,1061,1,45.99,0
102790,1073,3,69.99,0
102791,1040,1,476.99,0
102791,1027,1,90.99,0
102792,1031,1,38.99,0
102793,1025,2,166.99,0
102793,1029,1,30.99,0
102793,1013,1,124.99,0
102793,1005,1,79.99,0
102794,1077,1,25.99,0
102795,1014,1,36.99,0
102795,1076,2,138.99,0
102796,1073,1,69.99,0
102796,1006,1,16.99,0
102797,1034,1,68.99,0
102798,1008,1,43.99,0
102798,1082,1,104.99,0
102798,1052,2,208.99,0
102798,1005,1,79.99,0
102799,1004,1,75.99,0
102799,1009,1,131.99,0
102799,1025,1,166.99,0
102800,1017,1,86.99,0
102801,1024,1,59.99,0
102802,1037,1,28.99,0
102803,1052,1,208.99,0
102804,1046,1,142.99,0
102805,1042,1,773.99,0
102805,1018,1,212.99,0
102806,1074,1,19.99,0
102806,1011,1,34.99,0
102807,1072,1,141.99,0
102807,1055,1,200.99,0
102808,1070,3,122.99,0
102809,1003,1,22.99,0
102810,1020,1,54.99,0
102811,1029,1,30.99,0
102811,1017,2,86.99,0
102811,1033,2,85.99,0
102812,1040,1,476.99,0
102812,1053,2,37.99,0
102812,1014,1,36.99,0
102813,1078,2,85.99,0
102813,1063,1,245.99,0
102813,1028,1,77.99,0
102813,1081,1,74.99,0
102814,1072,1,141.99,0
102814,1084,1,112.99,0
102814,1002,3,138.99,0
102815,1083,1,19.99,0
102816,1015,1,96.99,0
102816,1073,1,69.99,0
102817,1032,1,81.99,0
102817,1006,1,16.99,0
102817,1088,1,20.99,0
102818,1026,1,161.99,0
102818,1058,1,93.99,0
102818,1054,1,229.99,0
102818,1050,1,146.99,0
102819,1013,1,124.99,0
102819,1058,2,93.99,0
102819,1032,1,81.99,0
102819,1088,1,20.99,0
102820,1013,1,124.99,0
102820,1020,1,54.99,0
102820,1054,2,229.99,0
102821,1032,1,81.99,0
102822,1087,1,45.99,0
102823,1053,1,37.99,0
102824,1083,1,19.99,0
102825,1079,1,61.99,0
102826,1060,2,134.99,0
102826,1044,1,529.99,0
102827,1004,1,75.99,0
102828,1086,1,97.99,0
102828,1082,1,104.99,0
102828,1031,1,38.99,0
102828,1072,2,141.99,0
102829,1036,1,58.99,0
102829,1007,1,71.99,0
102830,1050,1,146.99,0
102831,1025,1,166.99,0
102831,1071,3,9.99,0
102832,1019,1,77.99,0
102832,1009,1,131.99,0
102832,1051,1,53.99,0
102833,1011,1,34.99,0
102833,1030,1,7.99,0
102834,1003,1,22.99,0
102834,1055,1,200.99,0
102834,1031,1,38.99,0
102835,1011,1,34.99,0
102836,1035,2,51.99,0
102837,1022,1,88.99,0
102838,1054,1,229.99,0
102839,1070,1,122.99,0
102839,1073,1,69.99,0
102840,1054,1,229.99,0
102841,1063,2,245.99,0
102842,1018,1,212.99,0
102842,1087,1,45.99,0
102843,1026,2,161.99,0
102843,1069,1,26.99,0
102844,1040,1,476.99,0
102844,1087,1,45.99,0
102845,1034,1,68.99,0
102846,1013,1,124.99,12.5
102846,1084,1,112.99,11.3
102847,1089,2,53.99,0
102847,1090,1,17.99,0
102847,1086,2,97.99,0
102847,1037,2,28.99,0
102848,1083,1,19.99,0
102849,1050,1,146.99,0
102849,1032,1,81.99,0
102850,1011,1,34.99,0
102850,1089,3,53.99,0
102851,1008,1,43.99,0
102851,1079,1,61.99,0
102852,1074,1,19.99,0
102852,1017,1,86.99,0
102853,1032,1,81.99,0
102854,1021,2,123.99,0
102855,1009,1,131.99,0
102855,1069,1,26.99,0
102856,1043,1,127.99,0
102856,1010,1,96.99,0
102857,1079,2,61.99,0
102858,1074,1,,0
102858,1087,1,45.99,0
102859,1038,1,313.99,0
102859,1042,1,773.99,0
102859,1034,3,68.99,0
102859,1048,1,139.99,0
102860,1077,1,25.99,0
102861,1031,1,38.99,0
102862,1054,2,229.99,46
102863,1054,3,229.99,0
102863,1001,1,61.99,0
102864,1013,1,124.99,0
102865,1044,1,529.99,0
102866,1084,1,112.99,0
102866,1026,1,161.99,0
102867,1085,1,115.99,0
102867,1026,1,161.99,0
102868,1014,1,36.99,0
102868,1077,1,25.99,0
102869,1080,1,134.99,0
102869,1043,1,127.99,0
102869,1037,2,28.99,0
102870,1090,1,17.99,0
102871,1080,1,134.99,0
102871,1076,2,138.99,0
102872,1036,1,58.99,0
102873,1075,1,50.99,0
102873,1011,1,34.99,0
102874,1052,1,208.99,0
102875,1055,1,200.99,0
102876,1074,1,,0
102877,1090,1,17.99,0
102878,1025,1,166.99,0
102878,1010,1,96.99,0
102878,1062,1,152.99,0
102879,1047,1,194.99,0
102879,1053,1,37.99,0
102879,1084,1,112.99,0
102880,1014,1,36.99,0
102880,1016,2,180.99,0
102880,1030,1,7.99,0
102881,1035,1,51.99,5.2
102882,1070,2,122.99,0
102883,1010,1,96.99,0
102883,1087,2,45.99,0
102883,1083,4,19.99,0
102883,1014,1,36.99,0
102884,1010,1,96.99,0
102885,1024,1,59.99,0
102885,1057,1,205.99,0
102886,1018,1,212.99,0
102887,1008,1,43.99,0
102888,1054,1,229.99,0
102889,1036,1,58.99,0
102889,1024,1,59.99,0
102889,1084,1,112.99,0
102889,1086,1,97.99,0
102890,1080,1,134.99,0
102890,1071,2,9.99,0
102891,1007,1,71.99,0
102892,1079,1,61.99,0
102892,1001,1,61.99,0
102892,1074,1,19.99,0
102893,1070,2,122.99,0
102894,1083,4,19.99,0
102895,1020,3,54.99,0
102896,1062,1,152.99,0
102897,1089,2,53.99,0
102898,1050,1,146.99,0
102898,1043,1,127.99,0
102899,1022,1,88.99,0
102900,1018,1,212.99,0
102900,1012,1,109.99,0
102901,1081,1,74.99,0
102902,1071,1,9.99,1
102903,1039,1,,0
102903,1022,1,88.99,0
102903,1006,1,16.99,0
102904,1038,1,313.99,31.4
102904,1035,1,51.99,5.2
102905,1078,2,85.99,0
102906,1055,1,200.99,0
102907,1075,1,50.99,0
102908,1080,1,134.99,0
102909,1088,4,20.99,0
102910,1046,1,142.99,0
102910,1018,1,212.99,0
102910,1071,2,9.99,0
